Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2025-10-28,Nest O Hyper,@nestohyper,Retail,promotional_sale,Autumn big sale highlighted with iconic red shopping bag,billboard,UAE,"Embrace Autumn with @nestohyper's Big Sale!  Discover amazing deals and vibrant energy with our iconic red shopping bag. Don’t miss out!

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTre",MEDIUM,MEDIUM
2025-10-24,Gulf Air,@gulfair,Transportation & Logistics,brand_awareness,Showcasing Gulf Air’s global destinations on a seven‑panel vertical travel display,vertical_travel_panels,"Dubai, UAE","The scheme spans seven vertical travel panels, each of which spotlights a key global destination on the @gulfair route network: New York, Singapore, Casablanca, London, Bangkok, Shanghai, with Bahrain",HIGH,HIGH
2025-10-23,Trendyol,@trendyol,Retail,brand_awareness,"Trendyol makes a major comeback in OOH, featuring fashion icon Rahaaf Alharbi.","billboard, digital","Dubai, UAE","@trendyol is making a major comeback to the outdoor advertising world, marking their first significant appearance with the fashion icon @rahaaf.alharbi.

Read the full article on our website 🌍 

#Insi",HIGH,HIGH
2025-10-23,Talabat UAE,@talabatuae,Food & Beverage,promotional_sale,Talabat’s biggest creative push promoting the premium Talabat Pro subscription.,"billboard, digital","Dubai, UAE","This is their biggest and most creative push from @talabatuae since their last appearance in October, and this time it's all about their premium subscription service, Talabat Pro.

Read the full artic",HIGH,HIGH
2025-10-23,KFC Arabia,@kfcarabia,Food & Beverage,brand_awareness,KFC Arabia reinforces its brand position with bold imagery and a hot impression.,billboard,"Dubai, UAE","@kfcarabia reiterates its position by combining appealing imagery and a bold message, leaving a hot impression on passersby.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCamp",HIGH,HIGH
2025-10-28,Visit Qatar,@visitqatar,Hospitality & Tourism,destination_promotion,Visit Qatar’s digital display at City Walk invites travelers to explore “Moments Made For You.”,digital,"Dubai, UAE","@visitqatar captivates City Walk with its digital display, inspiring travelers to explore “Moments Made For You.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOf",HIGH,HIGH
2025-10-20,Takmeel Development,@takmeeldevelopment,Real Estate,brand_awareness,Takmeel Development’s first outdoor appearance since August showcases serene steel‑and‑glass living.,billboard,"Dubai, UAE","@takmeeldevelopment’s first #outdoor appearance since August, and this time, it’s less about selling and more about showing how serenity can look in steel and glass.

Read the full article on our webs",HIGH,HIGH
2025-10-17,Nissan Dubai,@nissandxb,Automotive,product_promotion,Nissan Dubai’s 3‑D hoarding makes the car appear ready to drive off the billboard.,"billboard, 3D","Dubai, UAE","Against city-flanked backgrounds and light-perspective gimmickry designed to add depth and realism, @nissandxb appear ready to drive off the hoarding and onto the highway.

Read the full article on ou",HIGH,HIGH
2025-10-16,SOF Properties,@sof.properties,Real Estate,product_launch,SOF Properties strips away lifestyle fluff to let the Miraggio project sell itself.,billboard,"Dubai, UAE","By stripping the lifestyle fluff away from the #billboard, no palm trees, no families, no yacht sunrise photographs, the campaign introduces @sof.properties' Miraggio as a product that sells itself.

",HIGH,HIGH
2025-10-16,Cartier,@cartier,Retail,brand_awareness,Cartier showcases its evolving aesthetic while staying true to its heritage.,digital,"Dubai, UAE","It’s a showcase in how a legacy brand can evolve its aesthetic vocabulary without losing itself. Just @cartier, doing what Cartier does best.

Read the full article on our website 🌍 

#InsiteOOH🪧 #Med",HIGH,HIGH
2025-10-17,True Future,@true_future_official,Real Estate,brand_awareness,A mix of static hoardings and digital screens positions True Future as key to Dubai’s future.,"billboard, digital","Dubai, UAE","This mix of static hoardings and digital displays builds a growth narrative, positioning @true_future_official as key to #Dubai’s future.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTr",MEDIUM,MEDIUM
2025-10-16,Jetour UAE,@jetouruae,Automotive,product_launch,Jetour UAE promotes the G700 with performance specs on OOH visuals.,"billboard, digital","Dubai, UAE","@jetouruae G700 visuals invite drivers to own the powerful new model, prominently showing its performance specifications. 

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampai",HIGH,HIGH
2025-10-17,Parkin UAE,@parkinuae,Transportation & Logistics,brand_awareness,"Communicates Parkin UAE’s core value proposition in a quick, three‑point billboard message.",billboard,"Dubai, UAE","By addressing three various pain points in one swift look, the #billboard successfully communicates @parkinuae's value in five seconds or less, a feat remarkable by any #OOH standard.

Read the full a",HIGH,HIGH
2025-10-20,Al Marwan Developments,@almarwan.developments,Real Estate,product_launch,Launch of District 11 – the UAE’s first AI‑designed business district.,outdoor,"Dubai, UAE","The line belongs to District 11 by @almarwan.developments, the developer’s latest #outdoor campaign introducing the #UAE’s first AI-designed business district.

Read the full article on our website 🌍 ",HIGH,HIGH
2025-10-17,Air Arabia Group,@airarabiagroup,Transportation & Logistics,promotional_sale,Promotion of 1 million seats at a low price of AED 139.,billboard,"Dubai, UAE","The wide #OOH campaign showcased @airarabiagroup's promotion of 1 million seats across its entire network, starting from just AED 139. 

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTren",HIGH,HIGH
2025-10-20,Adidas Arabia,@adidasarabia,Retail,product_launch,Showcasing the new Adizero EVO SL running shoe across Dubai’s skyline.,DOOH,"Dubai, UAE","@adidasarabia dominates #Dubai's skyline once more with a bold #DOOH campaign, showcasing the Adizero EVO SL.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHom",HIGH,HIGH
2025-10-17,Sephora Middle East,@sephoramiddleeast,Beauty & Personal Care,brand_awareness,"""Best Skin Ever"" campaign targeting beauty‑focused audiences on high‑traffic routes.",billboard,"Dubai, UAE","@sephoramiddleeast's ""Best Skin Ever"" campaign cleverly acts as a magnetic pull, deployed across the busiest arteries, capturing the attention of those interested in beauty and fashion.

Read the full",HIGH,HIGH
2025-10-22,Abu Dhabi Art,@abudhabiart,Entertainment & Media,event_promotion,Green billboards on bridges announce the date for the Abu Dhabi Art event.,billboard,UAE,"Green #billboards across bridges now light up with the @abudhabiart date announcement. 

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emirates 🇦🇪 #OO",HIGH,HIGH
2025-10-13,Dubai Home Festival,,Retail,promotional_sale,Highlights attractive savings offers across the city via a DOOH campaign.,DOOH,"Dubai, UAE","#Dubai_Home_Festival's latest #DOOH campaign highlights its attractive savings offers across the city.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_",MEDIUM,MEDIUM
2025-10-13,Nakheel,@nakheelofficial,Real Estate,expansion,High‑budget OOH push promoting Nakheel’s luxury waterfront real‑estate offerings.,billboard,"Dubai, UAE","A high-stakes, high-budget vision meant to expand #Dubai’s luxury waterfront real estate offering, introduced through @nakheelofficial's campaign that doesn’t shy away from statement-making.

Read the",HIGH,HIGH
2025-10-13,Al Oula FM,@aloulafm,Entertainment & Media,brand_awareness,"Marks Al Oula FM’s first OOH appearance in the UAE, a quiet brand statement.",billboard,UAE,"This campaign marks @aloulafm’s first #OOH appearance in the #UAE, and it reads like a quiet statement rather than an ad.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaig",HIGH,HIGH
2025-10-15,Jaecoo UAE,@uae_jaecoo,Automotive,brand_awareness,"Highlights Jaecoo’s brand pillars—comfort, confidence, financial ease—to boost presence in the UAE automotive market.",OOH,UAE,"@uae_jaecoo's #OOH campaign highlights the brand's identity of comfort, confidence, and financial ease, effectively boosting its presence and drawing attention in the #UAE's expanding automotive marke",HIGH,HIGH
2025-10-14,Daman Markets,,Banking & Finance,brand_awareness,Aspire for more – forward‑thinking approach to trading.,billboard,"Dubai, UAE","Aspire for more. #Daman_Markets' #OOH campaign reflects its forward-thinking approach to trading.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emira",HIGH,HIGH
2025-10-15,Victoria's Secret,@victoriassecret,Beauty & Personal Care,event_promotion,Victoria's Secret comeback teaser for upcoming event.,"billboard, digital","Dubai, UAE","@victoriassecret has made a comeback in #Dubai's #OOH advertising, highlighting a teaser announcement for the brand's forthcoming event.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTre",HIGH,HIGH
2025-10-14,The Emirates,,Hospitality & Tourism,brand_awareness,Startup Emirates campaign inspiring entrepreneurs.,billboard,UAE,"#The_Emirates inspires the next generation of entrepreneurs with its empowering “Startup Emirates” campaign, lighting up the #UAE’s #billboards.

Read the full article on our website 🌍 

#InsiteOOH🪧 #",MEDIUM,MEDIUM
2025-10-14,GITEX,@gitex_global,Technology,event_promotion,Showcasing future of connected technologies at GITEX.,billboard,UAE,"With widespread #OOH visibility, GITEX shows the spirit of unity and progress that @gitex_global represents, highlighting the future of connected technologies.

Read the full article on our website 🌍 ",HIGH,HIGH
2025-10-15,HHCGOVAE,@hhcgovae,Entertainment & Media,product_launch,Promoting the F3 Championships app.,billboard,"Dubai, UAE","The @hhcgovae has unveiled a fresh #OOH campaign across #Dubai, highlighting the F3 Championships app.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_",LOW,LOW
2025-10-16,MH Markets ME,@mhmarketsme,Banking & Finance,brand_awareness,First‑ever outdoor campaign for MH Markets.,billboard,UAE,"@mhmarketsme, a leading global multi-asset broker, has launched its first-ever #outdoor campaign across the #UAE.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutO",HIGH,HIGH
2025-10-20,ADIB Bank,@adib_bank,Banking & Finance,partnership,Ghina Savings Account campaign with dazzling prizes.,billboard,UAE,"@adib_bank, in collaboration with @binghatti, has unveiled a stunning #OOH campaign for the Ghina Savings Account, highlighting dazzling prizes.

Read the full article on our website 🌍 

#InsiteOOH🪧 #",HIGH,HIGH
2025-10-13,Qatar Grand Prix,,Entertainment & Media,event_promotion,Outdoor campaign merging F1 thrill with live music.,"billboard, digital",UAE,"#Qatar_Grand_Prix’s bold new #outdoor campaign takes over the #UAE, merging the thrill of @f1 with the pulse of live music.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampa",MEDIUM,MEDIUM
2025-10-06,Starbucks UAE,@starbucksuae,Food & Beverage,brand_awareness,Deep‑green digital billboards featuring coffee visuals.,digital,"Dubai, UAE","#Dubai drivers encounter @starbucksuae's deep-green digital #billboards: bold visuals with familiar faces, relatable scenes, and iconic daily cups.

Read the full article on our website 🌍 

#InsiteOOH",HIGH,HIGH
2025-10-06,Aldar Properties,@aldar,Real Estate,brand_awareness,Rise by Athlon billboards promoting active living style.,billboard,UAE,"Rise by Athlon #Billboards: an active living style at its core. Powered by @aldar Properties.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emirates ",HIGH,HIGH
2025-10-01,ATFX,@atfxmena,Banking & Finance,brand_awareness,"Inspire traders across the UAE to trade smarter, faster and better.",billboard,UAE,"@atfxmena’s bold new #outdoor campaign is inspiring traders across the #UAE to Trade Smarter, Faster & Better.

Read the full article 👇 
https://insiteooh.com/article/12662-atfx-mena-charges-ahead-wit",HIGH,HIGH
2025-10-03,AARK Developers,@aarkdevelopers,Real Estate,brand_awareness,Showcase AARK Developers’ world through kinetic OOH in Dubai.,digital billboard,"Dubai, UAE","Within kinetic #Dubai, @aarkdevelopers' world is held in suspended animation.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emirates 🇦🇪 #OOHMarketing",HIGH,HIGH
2025-10-02,Mercedes‑Benz,@mercedesbenzme,Automotive,product_launch,High‑energy highway showcase of AMG models using a die‑cut display.,"highway billboard, die‑cut display","Dubai, UAE","@mercedesbenzme transformed #Dubai's highway into a high-energy showcase with their jaw-dropping die-cut display for AMGs.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampai",HIGH,HIGH
2025-10-01,NBA,@nba,Entertainment & Media,event_promotion,Promote the 2025 NBA Games across Abu Dhabi’s skyline.,billboard,"Abu Dhabi, UAE","The @nba is taking over Abu Dhabi’s skyline as #billboards across the #UAE are hyping the 2025 Games.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_E",HIGH,HIGH
2025-10-03,Huawei,@huaweiarabia,Technology,product_launch,Highlight the Watch GT 6 Pro smartwatch’s health‑monitoring and style integration.,billboard,UAE,"@huaweiarabia Watch GT 6 Pro campaign highlights a smartwatch that integrates advanced health monitoring seamlessly into your style.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends ",HIGH,HIGH
2025-10-02,UseHolo,@useholo,Banking & Finance,promotional_sale,"Financing turned into a lifestyle statement with a chance to win AED 500,000.",billboard,UAE,"@useholo’s new #billboards across the #UAE turn financing into a lifestyle statement, promising more than just a home, but the chance to win AED 500,000.

Read the full article on our website 🌍 

#Ins",MEDIUM,MEDIUM
2025-10-03,Dubizzle Cars,@dubizzlecars,Technology,brand_awareness,"Promote buying, selling and renting cars with a clear CTA.",billboard,UAE,"The call to action “Buy it. Sell it. Rent it.” sits front and center, supported by the ever-familiar hashtag @dubizzlecars it.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCa",HIGH,HIGH
2025-10-02,Binghatti,@binghatti,Real Estate,product_launch,Introduce Skyblade as a new iconic development in Downtown Dubai.,billboard,"Dubai, UAE","The @binghatti's campaign introduces Skyblade as “an icon rising in the heart of Downtown Dubai.”

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emira",HIGH,HIGH
